Wavelength,Spectra
295.74,5.20E+06
295.78,6.14E+06
295.82,7.01E+06
295.87,7.89E+06
295.91,8.33E+06
295.95,8.48E+06
295.99,8.32E+06
296.04,7.73E+06
296.08,6.99E+06
296.12,6.09E+06
296.16,5.12E+06
296.21,3.92E+06
296.25,3.03E+06
296.29,2.26E+06
296.33,1.63E+06
296.38,1.03E+06
296.42,6.82E+05
296.46,4.38E+05
296.51,2.45E+05
296.55,1.57E+05
296.59,1.14E+05
296.63,1.09E+05
296.68,1.56E+05
296.72,2.45E+05
296.76,3.95E+05
296.8,6.27E+05
296.85,1.07E+06
296.89,1.58E+06
296.93,2.25E+06
296.97,3.10E+06
297.02,4.39E+06
297.06,5.58E+06
297.1,6.85E+06
297.14,8.15E+06
297.19,9.68E+06
297.23,1.08E+07
297.27,1.17E+07
297.31,1.24E+07
297.36,1.31E+07
297.4,1.36E+07
297.44,1.42E+07
297.48,1.48E+07
297.53,1.59E+07
297.57,1.69E+07
297.61,1.80E+07
297.65,1.92E+07
297.7,2.04E+07
297.74,2.12E+07
297.78,2.16E+07
297.82,2.16E+07
297.87,2.11E+07
297.91,2.04E+07
297.95,1.94E+07
297.99,1.84E+07
298.04,1.71E+07
298.08,1.61E+07
298.12,1.52E+07
298.16,1.44E+07
298.21,1.35E+07
298.25,1.30E+07
298.29,1.26E+07
298.33,1.26E+07
298.38,1.32E+07
298.42,1.44E+07
298.46,1.65E+07
298.5,1.95E+07
298.55,2.46E+07
298.59,2.98E+07
298.63,3.56E+07
298.67,4.17E+07
298.72,4.93E+07
298.76,5.46E+07
298.8,5.89E+07
298.84,6.17E+07
298.89,6.27E+07
298.93,6.15E+07
298.97,5.85E+07
299.01,5.40E+07
299.06,4.69E+07
299.1,4.05E+07
299.14,3.39E+07
299.18,2.75E+07
299.23,2.03E+07
299.27,1.53E+07
299.31,1.13E+07
299.35,8.03E+06
299.4,5.12E+06
299.44,3.56E+06
299.48,2.58E+06
299.52,2.10E+06
299.57,2.12E+06
299.61,2.57E+06
299.65,3.41E+06
299.69,4.63E+06
299.74,6.68E+06
299.78,8.70E+06
299.82,1.10E+07
299.86,1.34E+07
299.91,1.64E+07
299.95,1.86E+07
299.99,2.03E+07
300.03,2.15E+07
300.08,2.20E+07
300.12,2.16E+07
300.16,2.04E+07
300.2,1.88E+07
300.25,1.61E+07
300.29,1.38E+07
300.33,1.16E+07
300.37,9.48E+06
300.42,7.33E+06
300.46,6.04E+06
300.5,5.14E+06
300.54,4.60E+06
300.59,4.31E+06
300.63,4.31E+06
300.67,4.43E+06
300.71,4.59E+06
300.76,4.81E+06
300.8,4.99E+06
300.84,5.18E+06
300.88,5.45E+06
300.93,6.00E+06
300.97,6.69E+06
301.01,7.65E+06
301.05,8.93E+06
301.1,1.09E+07
301.14,1.28E+07
301.18,1.47E+07
301.22,1.66E+07
301.27,1.86E+07
301.31,2.00E+07
301.35,2.08E+07
301.39,2.13E+07
301.44,2.12E+07
301.48,2.08E+07
301.52,2.00E+07
301.56,1.90E+07
301.61,1.75E+07
301.65,1.61E+07
301.69,1.46E+07
301.73,1.31E+07
301.78,1.12E+07
301.82,9.65E+06
301.86,8.21E+06
301.9,6.94E+06
301.95,5.70E+06
301.99,5.09E+06
302.03,4.90E+06
302.07,5.19E+06
302.12,6.28E+06
302.16,7.74E+06
302.2,9.69E+06
302.24,1.20E+07
302.29,1.53E+07
302.33,1.80E+07
302.37,2.04E+07
302.41,2.25E+07
302.46,2.41E+07
302.5,2.45E+07
302.54,2.41E+07
302.58,2.29E+07
302.63,2.04E+07
302.67,1.79E+07
302.71,1.51E+07
302.75,1.24E+07
302.8,9.18E+06
302.84,6.95E+06
302.88,5.10E+06
302.92,3.64E+06
302.97,2.34E+06
303.01,1.69E+06
303.05,1.33E+06
303.1,1.27E+06
303.14,1.51E+06
303.18,2.00E+06
303.22,2.77E+06
303.27,4.12E+06
303.31,5.50E+06
303.35,7.13E+06
